ordinal,name,primary,secondary,rarity,archetype,biomes,time_lock,weekday_lock,weather_boost,final_size,max_kb,ai_prompt
26,Flamewing,Wind,,Common,bird,Plains|Mountain,any,Friday,Foehn,96x96,5,"Pokemon-style monster creature named ""Flamewing"". PRIMARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: bird. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: cloud-puff mane, crescent horns, made of vapor body. AURA / MOOD: ribbon-trails of air. STYLE REFERENCE: like Pidgeot — majestic raptor with wind-sweep mane. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
27,Kangalow,Shadow,Mind,Common,bipedal-humanoid,Cave|Marsh|Sanctum,night-only,Wednesday,Fog,96x96,5,"Pokemon-style monster creature named ""Kangalow"". PRIMARY ELEMENT: Shadow — midnight-black, deep purple, blood-red eye glow. SECONDARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: fanged maw, spectral cloak, plus telekinetic ring accents from Mind-element, made of shadow-silk skin. AURA / MOOD: darkness pooling at feet. STYLE REFERENCE: like Gengar — phantasmal grin with floating limbs. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
28,Speciling,Light,Crystal,Common,spectre,Castle|Sanctum|Town,day-only,Tuesday,any,96x96,5,"Pokemon-style monster creature named ""Speciling"". PRIMARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: spectre. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: halo crest, sun-ray fur, plus faceted limbs accents from Crystal-element, made of polished bone. AURA / MOOD: soft glow radiating outward. STYLE REFERENCE: like Lugia — pale heroic guardian-form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
29,Beatic,Venom,,Common,spirit-form,Marsh|Cave|Sanctum,dawn-dusk-only,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Beatic"". PRIMARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: stinger tail, dripping fangs, made of secreting pores. AURA / MOOD: pungent green vapor. STYLE REFERENCE: like Seviper — snake-like with venom drip. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
30,Octopairy,Cosmic,Mind,Common,octopus,Sanctum|Mountain,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Octopairy"". PRIMARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. SECONDARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. CREATURE ARCHETYPE: octopus. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: asteroid horns, void-eyes, plus spoon-bent appendages accents from Mind-element, made of meteorite plates. AURA / MOOD: tiny planet-models orbiting. STYLE REFERENCE: like Lunala — celestial wraith form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
31,Ashmingo,Aether,,Common,mythic-form,Sanctum|Town,any,any,any,96x96,5,"Pokemon-style monster creature named ""Ashmingo"". PRIMARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: third-eye on forehead, crown of hovering motes, made of spirit-bone. AURA / MOOD: glowing aether particles drifting up. STYLE REFERENCE: Aetherbound's signature element — pure life-essence creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
32,Chimos,Dream,Time,Common,quadruped,Forest|Sanctum,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Chimos"". PRIMARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. SECONDARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: quadruped. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: butterfly wings, third eye closed in slumber, plus hourglass markings on chest accents from Time-element, made of dream-shadow body. AURA / MOOD: lazy drifting motes, soft glow. STYLE REFERENCE: like Cresselia — ethereal moth-spirit. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
33,Falcolord,Mind,Sound,Common,beast,Castle|Sanctum,any,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Falcolord"". PRIMARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. SECONDARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. CREATURE ARCHETYPE: beast. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: fractal iris, open skull crown, plus tympanum membranes on ears accents from Sound-element, made of psychic film. AURA / MOOD: wavy psychic distortion. STYLE REFERENCE: like Alakazam — bipedal psychic with spoons. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
34,Bonedine,Sound,,Common,spirit-form,Forest|Town,any,Thursday,any,96x96,5,"Pokemon-style monster creature named ""Bonedine"". PRIMARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: vibrating fur, tuning-fork antennae, made of membrane-skin. AURA / MOOD: visible sonic ripples. STYLE REFERENCE: like Exploud — large-mouthed roaring quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
35,Blastling,Time,Aether,Common,spirit-form,Sanctum|Cave,any,any,any,96x96,5,"Pokemon-style monster creature named ""Blastling"". PRIMARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. SECONDARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: old-bone aging cracks, clockwork joints, plus third-eye on forehead accents from Aether-element, made of petrified wood. AURA / MOOD: drifting sand particles, faint clock-tick echo. STYLE REFERENCE: like Dialga — temporal-dragon. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
36,Panthug,Crystal,,Common,cat,Cave|Mountain|WaterSurface,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Panthug"". PRIMARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: cat. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: faceted limbs, geode core, made of solid quartz body. AURA / MOOD: refracted light beams in air. STYLE REFERENCE: like Diancie — gem-encrusted royal. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
37,Wintamander,Blood,Crystal,Common,spirit-form,Castle|Sanctum|Cave,any,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Wintamander"". PRIMARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: open-heart chest, pulsing vein-patterns, plus geode core accents from Crystal-element, made of blood-cell tissue. AURA / MOOD: crimson mist haze. STYLE REFERENCE: like Yveltal — dark-vitality apex predator. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
38,Gladeon,Fire,Ice,Common,reptile,Desert|Cave,any,Saturday,Heat,96x96,5,"Pokemon-style monster creature named ""Gladeon"". PRIMARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. SECONDARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. CREATURE ARCHETYPE: reptile. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: ash-streaked fur, burning mane, plus snowflake markings accents from Ice-element, made of molten metal. AURA / MOOD: heat-shimmer aura, sparks rising. STYLE REFERENCE: like Arcanine — burning mane on a powerful quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
